,Id,User,Rating,Date Posted,Negativity_Score,Neutrality_Score,Positivity_Score,Compound_Score,Error,Evaluated_User_Rating
3323,tt1646214_0,xamtaro,4/10,26 August 2010,0.061,0.793,0.147,0.9969,149.61249999999998,0.4
3324,tt1646214_1,DICK STEEL,5/10,12 August 2010,0.054,0.814,0.132,0.9957,99.57000000000001,0.5
3325,tt1646214_2,kangbao-herr,6/10,7 February 2011,0.04,0.805,0.155,0.9936,66.13333333333334,0.6
3326,tt1646214_3,changmoh,,11 August 2010,0.093,0.761,0.146,0.9716,,
3327,tt1646214_4,kusalmaduranga,6/10,19 December 2020,0.061,0.616,0.323,0.811,50.916666666666664,0.6
3328,tt1646214_5,KineticSeoul,2/10,24 August 2013,0.069,0.788,0.143,0.9704,392.6000000000001,0.2
3329,tt1646214_6,mynameiscm,2/10,29 August 2010,0.093,0.782,0.126,0.9902,397.54999999999995,0.2
3330,tt1648093_0,harry_tk_yung,,28 April 2011,0.052,0.799,0.148,0.9901,,
3331,tt1648093_1,DICK STEEL,7/10,30 April 2011,0.087,0.788,0.125,0.9882,42.01428571428572,0.7
3332,tt1648093_2,Kirpianuscus,,27 July 2020,0.0,0.863,0.137,0.8625,,
3333,tt1648093_3,moviexclusive,8/10,29 April 2011,0.023,0.847,0.131,0.9953,24.706249999999986,0.8
3334,tt1648093_4,Smiling_slinky,10/10,2 May 2012,0.025,0.748,0.227,0.9856,-0.7199999999999984,1.0
3335,tt1648093_5,kosmasp,7/10,4 March 2012,0.036,0.722,0.242,0.9886,42.04285714285715,0.7
3336,tt1648093_6,howareyouzhang,1/10,2 May 2011,0.101,0.751,0.148,0.8267,813.35,0.1
3337,tt1648093_7,wileyhk2001-44-943943,9/10,4 July 2014,0.096,0.714,0.19,0.9947,10.81666666666666,0.9
3338,tt1648093_8,ebiros2,5/10,6 February 2013,0.1,0.786,0.114,0.809,80.90000000000002,0.5
3339,tt1648093_9,Eternality,7/10,5 May 2011,0.145,0.733,0.122,-0.9394,-95.67142857142858,0.7
3340,tt1648093_10,Tweekums,8/10,22 March 2020,0.065,0.73,0.205,0.9907,24.41874999999999,0.8
3341,tt1648093_11,paizek,8/10,5 January 2018,0.109,0.752,0.139,0.9388,21.175,0.8
3342,tt1648093_12,dcarsonhagy,8/10,22 January 2017,0.113,0.785,0.102,-0.6505,-78.15625,0.8
3343,tt1648093_13,skizzokaty,1/10,29 October 2014,0.105,0.774,0.121,0.3674,583.6999999999999,0.1
3344,tt1650831_0,claudio_carvalho,6/10,28 May 2013,0.126,0.772,0.102,-0.643,-70.25,0.6
3345,tt1650831_1,MagyarRose,,7 December 2013,0.161,0.67,0.169,0.5658,,
3346,tt1650831_2,samuelding85,5/10,5 May 2012,0.118,0.709,0.173,0.9895,98.95,0.5
3347,tt1650831_3,jarvat-1,10/10,30 December 2020,0.08,0.9,0.02,-0.7783,-88.915,1.0
3348,tt1664629_0,dmuel,4/10,8 August 2010,0.155,0.771,0.074,-0.9186,-89.825,0.4
3349,tt1664704_0,lasttimeisaw,7/10,28 April 2016,0.091,0.787,0.122,0.9857,41.835714285714296,0.7
3350,tt1664704_1,user-5-170927,6/10,20 May 2014,0.154,0.756,0.091,-0.9968,-99.73333333333333,0.6
3351,tt1664704_2,gumbico,6/10,14 December 2011,0.016,0.837,0.147,0.9468,62.23333333333335,0.6
3352,tt1664704_3,Reno-Rangan,8/10,22 July 2013,0.05,0.808,0.142,0.9845,24.031250000000004,0.8
3353,tt1666661_0,monto,7/10,24 July 2010,0.018,0.906,0.077,0.8705,33.60714285714287,0.7
3354,tt1667150_0,LinJason,4/10,20 February 2011,0.067,0.676,0.257,0.9988,149.85,0.4
3355,tt1667150_1,webmaster-3017,6/10,30 March 2011,0.051,0.753,0.196,0.9957,66.30833333333335,0.6
3356,tt1667150_2,Desertman84,8/10,27 November 2011,0.072,0.788,0.14,0.9803,23.76874999999999,0.8
3357,tt1667150_3,DICK STEEL,6/10,12 February 2011,0.051,0.848,0.101,0.9917,65.97500000000001,0.6
3358,tt1667150_4,name99-92-545389,3/10,31 July 2014,0.083,0.819,0.098,0.9235,220.58333333333334,0.3
3359,tt1667150_5,redfordxx,3/10,26 February 2012,0.051,0.808,0.141,0.9926,232.09999999999997,0.3
3360,tt1686784_0,simon_booth,5/10,21 April 2012,0.097,0.729,0.174,0.9951,99.50999999999999,0.5
3361,tt1686784_1,BigGuy,5/10,3 September 2012,0.056,0.925,0.019,-0.6597,-65.97,0.5
3362,tt1686784_2,moviexclusive,6/10,21 December 2011,0.038,0.842,0.12,0.9969,66.40833333333335,0.6
3363,tt1686784_3,nicholls_les,2/10,25 January 2016,0.142,0.709,0.15,0.6497,312.42500000000007,0.2
3364,tt1686784_4,SnoopyStyle,5/10,3 October 2016,0.104,0.863,0.033,-0.9337,-93.37,0.5
3365,tt1686784_5,realvedmak,1/10,27 February 2014,0.166,0.788,0.046,-0.929,-64.50000000000003,0.1
3366,tt1686784_6,DICK STEEL,8/10,25 December 2011,0.044,0.891,0.066,0.8562,16.012499999999985,0.8
3367,tt1686784_7,aequitas_veritas_007,5/10,25 December 2013,0.133,0.732,0.135,0.0582,5.820000000000003,0.5
3368,tt1686784_8,lasttimeisaw,3/10,7 August 2012,0.133,0.787,0.079,-0.9856,-97.60000000000001,0.3
3369,tt1686784_9,Ucare,7/10,28 April 2014,0.19,0.645,0.165,-0.5266,-66.18571428571428,0.7
3370,tt1686784_10,webmaster-3017,9/10,18 December 2011,0.07,0.789,0.141,0.9909,10.605555555555547,0.9
3371,tt1686784_11,jsbibra,10/10,10 April 2012,0.065,0.82,0.115,0.8245,-8.774999999999999,1.0
3372,tt1686784_12,brianljohns7,8/10,16 March 2019,0.0,0.888,0.112,0.743,8.937499999999988,0.8
3373,tt1686784_13,Leofwine_draca,3/10,5 September 2018,0.073,0.881,0.046,-0.6597,-43.283333333333324,0.3
3374,tt1686784_14,ipkevin,7/10,13 May 2018,0.042,0.793,0.164,0.9443,38.87857142857145,0.7
3375,tt1686784_15,kluseba,6/10,12 January 2013,0.109,0.75,0.14,0.9535,62.79166666666668,0.6
3376,tt1686784_16,MrAwesome1022,8/10,7 June 2013,0.026,0.812,0.162,0.9887,24.293750000000003,0.8
3377,tt1686784_17,kosmasp,7/10,27 December 2012,0.056,0.755,0.189,0.969,40.64285714285714,0.7
3378,tt1686784_18,jindann,1/10,5 May 2021,0.107,0.756,0.137,0.296,548.0,0.1
3379,tt1686784_19,RosanaBotafogo,6/10,13 June 2020,0.288,0.712,0.0,-0.6681,-72.34166666666667,0.6
3380,tt1686784_20,classicsoncall,7/10,31 March 2019,0.068,0.879,0.053,-0.6327,-73.76428571428572,0.7
3381,tt1686784_21,leonblackwood,2/10,6 December 2014,0.117,0.752,0.131,0.7454,336.35,0.2
3382,tt1686784_22,dumsumdumfai,8/10,15 March 2012,0.024,0.832,0.144,0.9715,23.218749999999996,0.8
3383,tt1686784_23,bluepolo,6/10,22 September 2012,0.045,0.877,0.078,0.5499,29.158333333333342,0.6
3384,tt1686784_24,Tweekums,7/10,29 September 2017,0.083,0.814,0.103,0.8799,34.278571428571446,0.7
3385,tt1698654_0,whidbeypro,9/10,11 December 2019,0.068,0.818,0.114,0.9802,10.011111111111108,0.9
3386,tt1699513_0,Leofwine_draca,6/10,21 September 2015,0.114,0.734,0.152,0.9068,58.900000000000006,0.6
3387,tt1699513_1,dmuel,2/10,18 June 2011,0.055,0.734,0.211,0.9968,399.2,0.2
3388,tt1699513_2,lifuxin2001,6/10,5 July 2011,0.079,0.805,0.116,0.9759,64.65833333333335,0.6
3389,tt1699513_3,lkyuri,2/10,23 June 2011,0.144,0.724,0.132,-0.2569,85.77499999999999,0.2
3390,tt1699513_4,d95112,7/10,3 October 2011,0.047,0.888,0.065,0.5106,7.900000000000018,0.7
3391,tt1699513_5,conanly1991,,28 June 2011,0.068,0.883,0.05,-0.578,,
3392,tt1699513_6,leonblackwood,3/10,26 February 2016,0.038,0.793,0.169,0.9954,232.56666666666666,0.3
3393,tt1699513_7,kwailo_john,,18 August 2011,0.14,0.838,0.022,-0.9579,,
3394,tt1699513_8,dbborroughs,7/10,16 November 2011,0.04,0.838,0.123,0.9689,40.6357142857143,0.7
3395,tt1699513_9,wainstein2002,1/10,4 July 2011,0.162,0.749,0.089,-0.9221,-61.05000000000002,0.1
3396,tt1699513_10,lordsagacity,2/10,26 June 2011,0.076,0.839,0.085,0.2263,206.57499999999996,0.2
3397,tt1699513_11,chenfei1980,1/10,29 June 2011,0.029,0.859,0.112,0.8435,821.7500000000001,0.1
3398,tt1699513_12,Kicino,7/10,24 June 2011,0.108,0.807,0.085,-0.8324,-88.02857142857144,0.7
3399,tt1699513_13,harry_tk_yung,,27 June 2011,0.015,0.843,0.142,0.9914,,
3400,tt1699513_14,jay_yan,5/10,23 June 2011,0.042,0.824,0.134,0.935,93.5,0.5
3401,tt1699513_15,nkwleeds,10/10,25 November 2011,0.059,0.713,0.228,0.9708,-1.4599999999999946,1.0
3402,tt1699513_16,corazongitano32,10/10,1 July 2011,0.036,0.715,0.249,0.9782,-1.090000000000002,1.0
3403,tt1699513_17,lionelchange,8/10,21 June 2011,0.079,0.807,0.114,0.9375,21.093749999999993,0.8
3404,tt1699513_18,rigakhan24,3/10,17 February 2014,0.121,0.702,0.177,0.924,220.66666666666666,0.3
3405,tt1699513_19,Dr_Mark_ODoherty,6/10,16 June 2017,0.031,0.825,0.144,0.9481,62.34166666666668,0.6
3406,tt1699513_20,a-twetman,4/10,15 January 2012,0.105,0.859,0.036,-0.9825,-97.8125,0.4
3407,tt1700492_0,dmuel,2/10,18 September 2010,0.154,0.73,0.115,-0.803,-50.750000000000014,0.2
3408,tt1701993_0,allenrogerj,7/10,22 October 2010,0.101,0.856,0.043,-0.9758,-98.27142857142857,0.7
3409,tt1701993_1,dubesor,8/10,9 October 2010,0.117,0.767,0.116,-0.3213,-57.58125,0.8
3410,tt1701993_2,baja462,5/10,16 September 2016,0.111,0.684,0.205,0.957,95.69999999999999,0.5
3411,tt1704161_0,nicole_ward,10/10,10 June 2012,0.04,0.64,0.321,0.9973,-0.13499999999999623,1.0
3412,tt1704161_1,prathyu-kokku,9/10,29 July 2012,0.059,0.714,0.227,0.9884,10.46666666666666,0.9
3413,tt1704161_2,Right-Wing-Man,10/10,25 April 2013,0.034,0.68,0.286,0.9903,-0.4850000000000021,1.0
3414,tt1704161_3,perkypops,9/10,21 August 2012,0.015,0.861,0.123,0.9659,9.216666666666663,0.9
3415,tt1704161_4,keirafuentes,10/10,1 July 2013,0.013,0.795,0.192,0.9853,-0.7349999999999968,1.0
3416,tt1704161_5,JohnRayPeterson,7/10,8 September 2013,0.017,0.822,0.161,0.9948,42.4857142857143,0.7
3417,tt1704161_6,amazon-787-524647,3/10,23 March 2014,0.061,0.825,0.115,0.8945,215.74999999999997,0.3
3418,tt1704161_7,chnfilm,7/10,6 June 2013,0.0,0.764,0.236,0.981,41.5,0.7
3419,tt1704161_8,killgamers,10/10,5 May 2013,0.043,0.791,0.166,0.9649,-1.7549999999999955,1.0
3420,tt1704161_9,joba1891,6/10,12 August 2012,0.084,0.724,0.192,0.9664,63.86666666666668,0.6
3421,tt1704161_10,matthias-b,6/10,3 September 2013,0.091,0.714,0.195,0.923,60.250000000000014,0.6
3422,tt1704161_11,birck,5/10,2 June 2014,0.041,0.842,0.117,0.9572,95.72,0.5
3423,tt1704161_12,RosanaBotafogo,9/10,28 May 2020,0.111,0.496,0.392,0.9726,9.588888888888881,0.9
3424,tt1704161_13,Snootz,7/10,8 January 2021,0.095,0.703,0.202,0.9246,37.471428571428575,0.7
3425,tt1704161_14,Cedric_Catsuits,3/10,25 September 2013,0.183,0.649,0.168,-0.6552,-42.53333333333333,0.3
3426,tt1704161_15,digitalbeachbum,1/10,21 September 2019,0.0,0.887,0.113,0.6369,718.45,0.1
3427,tt1704161_16,Sasha_Lauren,6/10,2 November 2019,0.077,0.796,0.127,0.8625,55.20833333333335,0.6
3428,tt1704161_17,egan-09020,3/10,31 October 2019,0.176,0.634,0.19,0.0346,72.43333333333334,0.3
3429,tt1708427_0,Someguysomwhere,4/10,9 October 2010,0.157,0.732,0.111,-0.9338,-91.725,0.4
3430,tt1715758_0,kosmasp,2/10,8 September 2010,0.086,0.811,0.103,0.1666,191.65,0.2
3431,tt1717715_0,xxXStarWarriorXxx,8/10,24 April 2014,0.055,0.76,0.185,0.9673,22.956249999999997,0.8
3432,tt1717715_1,thesimpsonatsixam,10/10,10 May 2014,0.081,0.781,0.138,0.9866,-0.6699999999999928,1.0
3433,tt1717715_2,sugarmack,8/10,27 February 2014,0.093,0.714,0.193,0.97,23.124999999999993,0.8
3434,tt1717715_3,dubbska,10/10,11 April 2014,0.039,0.816,0.145,0.9684,-1.5800000000000036,1.0
3435,tt1717715_4,caseymoviemania,7/10,3 February 2014,0.065,0.767,0.168,0.9948,42.4857142857143,0.7
3436,tt1717715_5,tiger-lion_eternalenemie,10/10,31 January 2014,0.065,0.803,0.132,0.9734,-1.3299999999999979,1.0
3437,tt1717715_6,briantumor1023,7/10,31 March 2014,0.035,0.761,0.205,0.9906,42.185714285714305,0.7
3438,tt1717715_7,rodneyrivera,7/10,22 April 2014,0.044,0.806,0.15,0.9321,38.00714285714288,0.7
3439,tt1717715_8,shawneofthedead,2/10,2 February 2014,0.09,0.789,0.121,0.9784,394.6000000000001,0.2
3440,tt1717715_9,kctiong,1/10,4 February 2014,0.148,0.751,0.102,-0.8565,-28.250000000000025,0.1
3441,tt1717715_10,Ucare,7/10,6 April 2014,0.027,0.763,0.21,0.9956,42.54285714285715,0.7
3442,tt1717715_11,YJLcool,3/10,30 January 2014,0.162,0.733,0.105,-0.9783,-96.38333333333333,0.3
3443,tt1717715_12,devintparks,7/10,18 April 2014,0.081,0.668,0.251,0.9916,42.257142857142874,0.7
3444,tt1717715_13,bcheng93,5/10,4 April 2014,0.078,0.836,0.086,0.7558,75.58,0.5
3445,tt1717715_14,dewi-taylor,7/10,12 April 2014,0.058,0.825,0.117,0.6443,17.45,0.7
3446,tt1717715_15,thompsonj81,1/10,24 March 2014,0.023,0.901,0.077,0.755,777.5,0.1
3447,tt1717715_16,boysailor,2/10,30 March 2014,0.051,0.779,0.171,0.9554,388.85,0.2
3448,tt1717715_17,Leofwine_draca,2/10,30 July 2017,0.246,0.657,0.096,-0.9791,-94.77499999999999,0.2
3449,tt1717715_18,dcarsonhagy,9/10,10 February 2016,0.025,0.846,0.129,0.9832,10.177777777777779,0.9
3450,tt1717715_19,leilakua,8/10,13 November 2015,0.14,0.665,0.194,0.9854,24.0875,0.8
3451,tt1717715_20,ghazifox,1/10,5 May 2019,0.114,0.656,0.23,0.8702,835.1000000000001,0.1
3452,tt1717715_21,lemonademouth100,1/10,4 April 2014,0.155,0.804,0.041,-0.9471,-73.55000000000003,0.1
3453,tt1717715_22,jacobmarineaump,10/10,26 February 2021,0.034,0.835,0.131,0.5106,-24.46999999999999,1.0
3454,tt1717715_23,sadearah,9/10,23 February 2021,0.063,0.678,0.259,0.9871,10.394444444444433,0.9
3455,tt1717715_24,Movie-Misfit,5/10,1 July 2014,0.045,0.816,0.139,0.9828,98.28000000000002,0.5
3456,tt1723118_0,tara-906-89901,,31 July 2011,0.024,0.755,0.221,0.9909,,
3457,tt1723118_1,gisellemywolf,9/10,25 July 2011,0.141,0.718,0.142,-0.4119,-67.32777777777777,0.9
3458,tt1723118_2,chuck-526,,5 October 2011,0.078,0.849,0.072,-0.843,,
3459,tt1723118_3,richardtrombly,8/10,1 December 2012,0.074,0.794,0.132,0.9879,24.243749999999995,0.8
3460,tt1723118_4,cjqjulio,10/10,5 November 2018,0.086,0.827,0.087,0.5426,-22.87,1.0
3461,tt1723118_5,lasttimeisaw,7/10,25 June 2014,0.037,0.836,0.127,0.9956,42.54285714285715,0.7
3462,tt1726738_0,changmoh,,30 August 2011,0.11,0.795,0.096,-0.743,,
3463,tt1726738_1,minzhz,8/10,17 March 2011,0.022,0.816,0.163,0.9319,20.74374999999999,0.8
3464,tt1726738_2,kosmasp,8/10,22 September 2011,0.027,0.752,0.221,0.9721,23.25624999999999,0.8
3465,tt1726738_3,CelluloidDog,9/10,21 June 2014,0.115,0.731,0.154,0.9953,10.849999999999989,0.9
3466,tt1726738_4,Chris_Pandolfi,7/10,27 July 2012,0.122,0.793,0.085,-0.9936,-99.54285714285714,0.7
3467,tt1726738_5,kawaiimarie,3/10,1 April 2014,0.078,0.795,0.127,0.7976,199.6,0.3
3468,tt1727396_0,HLX1992,8/10,20 July 2019,0.029,0.949,0.022,-0.2023,-50.14375000000001,0.8
3469,tt1730720_0,hlem13,,11 July 2011,0.124,0.819,0.057,-0.9022,,
3470,tt1730720_1,JDDask,,16 July 2011,0.185,0.716,0.099,-0.9533,,
3471,tt1730720_2,jubil-early,,3 September 2011,0.156,0.78,0.064,-0.969,,
3472,tt1730720_3,brotherorto,,21 August 2011,0.183,0.75,0.067,-0.9651,,
3473,tt1730720_4,zdac,,4 October 2011,0.069,0.763,0.168,0.9802,,
3474,tt1730720_5,lucius_420,6/10,9 July 2011,0.078,0.707,0.215,0.9949,66.24166666666666,0.6
3475,tt1730720_6,rightwingisevil,,7 July 2011,0.294,0.633,0.073,-0.9887,,
3476,tt1730720_7,cosmo_tiger,5/10,1 July 2011,0.141,0.77,0.089,-0.9244,-92.44,0.5
3477,tt1730720_8,mlim-4,1/10,26 March 2020,0.232,0.716,0.052,-0.8831,-41.550000000000004,0.1
3478,tt1730720_9,nogodnomasters,2/10,26 April 2019,0.098,0.79,0.112,0.517,279.25,0.2
3479,tt1730720_10,the-author-valerie-linds,1/10,18 September 2014,0.06,0.74,0.2,0.9745,887.2499999999999,0.1
3480,tt1730720_11,slideshowp2,1/10,18 February 2020,0.145,0.776,0.078,-0.8625,-31.25000000000003,0.1
3481,tt1737237_0,robertjd-1,8/10,28 February 2011,0.108,0.719,0.173,0.9001,18.75625,0.8
3482,tt1737237_1,xuefeiding-92364,9/10,9 June 2020,0.102,0.689,0.209,0.9779,9.88333333333333,0.9
3483,tt1737237_2,z-59713,7/10,27 April 2020,0.0,0.548,0.452,0.9186,37.04285714285716,0.7
3484,tt1744790_0,bob the moo,,21 January 2014,0.08,0.788,0.132,0.9931,,
3485,tt1745713_0,ken1848,8/10,6 August 2011,0.027,0.832,0.141,0.9001,18.75625,0.8
3486,tt1745713_1,rsstanievich,8/10,4 June 2012,0.056,0.843,0.101,0.801,12.562500000000004,0.8
3487,tt1745713_2,sitenoise,3/10,4 August 2011,0.095,0.811,0.094,-0.4931,-15.516666666666662,0.3
3488,tt1745713_3,tomokotomato12,,18 September 2011,0.055,0.778,0.166,0.9225,,
3489,tt1745713_4,slammerhard,7/10,25 November 2020,0.056,0.747,0.196,0.9969,42.63571428571431,0.7
3490,tt1745713_5,gooiinn,2/10,23 March 2011,0.137,0.793,0.07,-0.8569,-64.225,0.2
3491,tt1745713_6,dan-bealecocks,7/10,13 November 2012,0.178,0.743,0.079,-0.9301,-95.00714285714285,0.7
3492,tt1753976_0,cB391,6/10,29 June 2019,0.106,0.874,0.02,-0.7351,-77.925,0.6
3493,tt1754743_0,jo-schmidt36,1/10,9 April 2011,0.192,0.739,0.068,-0.9439,-71.94999999999997,0.1
3494,tt1772230_0,Leofwine_draca,5/10,12 June 2013,0.095,0.781,0.124,0.7311,73.11000000000001,0.5
3495,tt1772230_1,d95112,7/10,10 October 2011,0.052,0.909,0.039,-0.3604,-54.31428571428572,0.7
3496,tt1772230_2,sddavis63,6/10,4 November 2012,0.054,0.867,0.079,0.6587,38.22500000000001,0.6
3497,tt1772230_3,DICK STEEL,,28 September 2011,0.076,0.808,0.116,0.9932,,
3498,tt1772230_4,kendavies,3/10,17 January 2012,0.037,0.847,0.117,0.9862,231.0333333333334,0.3
3499,tt1772230_5,JoeB131,2/10,28 May 2012,0.075,0.839,0.086,0.3528,238.19999999999996,0.2
3500,tt1772230_6,samuelding85,6/10,1 October 2011,0.055,0.836,0.109,0.9904,65.86666666666667,0.6
3501,tt1772230_7,Scott-2071,8/10,10 October 2011,0.078,0.847,0.075,-0.3329,-58.306250000000006,0.8
3502,tt1772230_8,kspaziani,10/10,27 September 2011,0.079,0.747,0.174,0.995,-0.24999999999999467,1.0
3503,tt1772230_9,kluseba,8/10,9 January 2012,0.106,0.694,0.2,0.9902,24.387499999999992,0.8
3504,tt1772230_10,RhadeL,4/10,9 December 2011,0.078,0.843,0.079,0.4754,84.425,0.4
3505,tt1772230_11,nickdvl,5/10,17 October 2011,0.079,0.783,0.139,0.8261,82.60999999999999,0.5
3506,tt1772230_12,windkun,10/10,26 September 2011,0.127,0.707,0.165,0.9842,-0.7900000000000018,1.0
3507,tt1772230_13,webmaster-3017,5/10,29 October 2011,0.138,0.808,0.055,-0.9645,-96.45,0.5
3508,tt1772230_14,Hunky Stud,9/10,30 January 2013,0.114,0.788,0.099,-0.7916,-88.42222222222222,0.9
3509,tt1772230_15,Maniac-9,9/10,8 January 2013,0.0,0.893,0.107,0.8746,4.144444444444444,0.9
3510,tt1772230_16,YohjiArmstrong,,22 November 2012,0.102,0.811,0.088,-0.4215,,
3511,tt1772230_17,moviexclusive,,27 September 2011,0.05,0.815,0.135,0.9978,,
3512,tt1772230_18,manitobaman81,7/10,29 August 2014,0.013,0.886,0.102,0.9074,36.24285714285715,0.7
3513,tt1772230_19,sonnygoten,4/10,24 July 2020,0.065,0.856,0.08,0.3291,66.13749999999999,0.4
3514,tt1772230_20,Movie-Misfit,7/10,21 December 2019,0.106,0.698,0.196,0.9933,42.37857142857144,0.7
3515,tt1772230_21,jadomaha,6/10,18 May 2019,0.085,0.755,0.16,0.8176,51.46666666666668,0.6
3516,tt1772230_22,Pallo-Panchino,7/10,2 August 2014,0.095,0.796,0.109,0.6098,14.985714285714286,0.7
3517,tt1772230_23,badajoz-1,6/10,20 November 2012,0.141,0.758,0.101,-0.9178,-93.15,0.6
3518,tt1772230_24,tigerstar154,8/10,10 February 2012,0.018,0.928,0.054,0.6597,3.7312499999999913,0.8
3519,tt1773370_0,intreuefest,8/10,22 June 2015,0.139,0.694,0.167,0.1406,-28.712500000000002,0.8
3520,tt1773370_1,metal-lunchbox,5/10,23 November 2013,0.054,0.798,0.149,0.9682,96.82,0.5
3521,tt1777620_0,cguldal,4/10,19 March 2011,0.067,0.868,0.065,-0.427,-28.37500000000001,0.4
3522,tt1777620_1,dbborroughs,2/10,5 March 2011,0.12,0.745,0.135,0.6454,311.35,0.2
3523,tt1790669_0,changmoh,,10 September 2011,0.047,0.895,0.058,0.7227,,
3524,tt1790669_1,moviexclusive,,29 August 2011,0.092,0.795,0.113,0.9477,,
3525,tt1790669_2,webmaster-3017,3/10,21 November 2011,0.174,0.746,0.079,-0.9732,-95.53333333333333,0.3
3526,tt1790669_3,emuir-1,6/10,15 December 2013,0.093,0.815,0.092,0.3515,12.624999999999996,0.6
3527,tt1790669_4,lesserdevil,5/10,21 December 2011,0.067,0.739,0.194,0.9842,98.42,0.5
3528,tt1795051_0,JvH48,5/10,31 January 2011,0.141,0.778,0.081,-0.9267,-92.67,0.5
3529,tt1810602_0,DICK STEEL,3/10,5 February 2011,0.053,0.797,0.15,0.9984,233.06666666666672,0.3
3530,tt1810602_1,thrak61,4/10,4 December 2012,0.07,0.894,0.036,-0.6944,-61.8,0.4
3531,tt1810602_2,dbborroughs,3/10,15 February 2011,0.111,0.826,0.063,-0.4145,-2.41666666666666,0.3
3532,tt1810602_3,ukidding,1/10,5 February 2011,0.135,0.812,0.053,-0.9468,-73.39999999999999,0.1
3533,tt1810858_0,ebossert,9/10,2 June 2011,0.094,0.825,0.081,-0.3622,-64.56666666666668,0.9
3534,tt1810858_1,rgblakey,5/10,12 July 2012,0.106,0.78,0.114,-0.1759,-17.589999999999996,0.5
3535,tt1810858_2,dancram6,9/10,17 February 2011,0.026,0.751,0.223,0.9881,10.449999999999996,0.9
3536,tt1810858_3,Leofwine_draca,5/10,2 December 2018,0.068,0.815,0.118,0.7638,76.38000000000001,0.5
3537,tt1810858_4,nogodnomasters,5/10,17 August 2018,0.078,0.885,0.038,-0.8176,-81.76,0.5
3538,tt1811303_0,citronellaa,9/10,26 April 2015,0.02,0.788,0.192,0.9838,10.211111111111109,0.9
3539,tt1819769_0,mikey-242-435767,1/10,25 September 2014,0.091,0.859,0.05,-0.9164,-58.199999999999996,0.1
3540,tt1819769_1,einigmia,8/10,16 February 2020,0.0,0.873,0.127,0.97,23.124999999999993,0.8
3541,tt1819769_2,ksf-2,5/10,6 October 2016,0.038,0.885,0.077,0.9076,90.75999999999999,0.5
3542,tt1825731_0,ongyekcheng,10/10,1 June 2011,0.108,0.696,0.196,0.8271,-8.645000000000003,1.0
3543,tt1825731_1,codynumba2,9/10,17 October 2017,0.066,0.695,0.239,0.9768,9.822222222222212,0.9
3544,tt1825731_2,dbborroughs,2/10,15 February 2011,0.087,0.786,0.127,0.854,363.5,0.2
3545,tt1825731_3,chino_bonito,1/10,2 August 2011,0.084,0.778,0.138,0.5752,687.6,0.1
3546,tt1825731_4,dafrosts,6/10,1 November 2017,0.12,0.63,0.25,0.836,52.99999999999999,0.6
3547,tt1847591_0,JvH48,6/10,25 February 2011,0.058,0.9,0.042,-0.6787,-73.225,0.6
3548,tt1847713_0,DICK STEEL,2/10,27 December 2012,0.075,0.807,0.118,0.9926,398.15,0.2
3549,tt1847713_1,ckormos1,6/10,31 March 2013,0.224,0.696,0.08,-0.9793,-98.275,0.6
3550,tt1847713_2,kin-7,10/10,14 January 2013,0.036,0.815,0.149,0.9748,-1.2599999999999945,1.0
3551,tt1847713_3,kgchang,3/10,28 December 2012,0.212,0.748,0.039,-0.9874,-97.9,0.3
3552,tt1847713_4,kisifolda,7/10,18 February 2013,0.043,0.876,0.081,0.8633,33.09285714285715,0.7
3553,tt1847713_5,helmutty,6/10,11 February 2013,0.146,0.764,0.09,-0.9327,-94.39166666666665,0.6
3554,tt1847713_6,citronprez,1/10,4 January 2013,0.162,0.664,0.174,0.1423,471.15,0.1
3555,tt1847713_7,moviexclusive,,12 December 2012,0.101,0.765,0.134,0.9928,,
3556,tt1847713_8,kosmasp,6/10,22 April 2019,0.063,0.8,0.137,0.9205,60.041666666666686,0.6
3557,tt1847713_9,kawaiimarie,7/10,1 April 2014,0.137,0.713,0.15,0.6928,20.914285714285725,0.7
3558,tt1847713_10,Movie-Misfit,6/10,3 September 2014,0.128,0.676,0.196,0.8659,55.49166666666666,0.6
3559,tt1847713_11,onetogrowon,3/10,13 March 2013,0.074,0.786,0.14,0.8861,214.35,0.3
3560,tt1847713_12,kluseba,6/10,20 July 2016,0.16,0.71,0.13,-0.9621,-96.84166666666665,0.6
3561,tt1847713_13,bickeler,2/10,9 September 2015,0.11,0.77,0.12,0.6794,319.84999999999997,0.2
3562,tt1851871_0,chrichtonsworld,3/10,19 April 2012,0.088,0.857,0.054,-0.7642,-60.699999999999996,0.3
3563,tt1851871_1,helmutty,5/10,13 June 2011,0.098,0.793,0.11,0.6077,60.76999999999999,0.5
3564,tt1851871_2,destroyerwod,8/10,2 May 2013,0.065,0.72,0.215,0.9933,24.581249999999997,0.8
3565,tt1851871_3,m-wong2,1/10,15 June 2011,0.183,0.715,0.102,-0.9298,-64.89999999999998,0.1
3566,tt1851871_4,mariecx,5/10,7 February 2013,0.076,0.78,0.144,0.9634,96.34,0.5
3567,tt1851871_5,The_Phantom_Projectionist,5/10,10 May 2015,0.121,0.753,0.126,0.6715,67.15,0.5
3568,tt1856038_0,webmaster-3017,7/10,22 November 2011,0.01,0.744,0.246,0.9914,42.242857142857154,0.7
3569,tt1856038_1,bravo11,8/10,15 September 2011,0.031,0.801,0.168,0.962,22.624999999999993,0.8
