,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
3905,tt5871166,Lost, Lost,2015, Thriller,7.1,8
3906,tt5874548,I Love That Crazy Little Thing, I Love That Crazy Little Thing,2016, Comedy&Romance,5.0,59
3907,tt5875622,Under the Bed 2, Chuang xia you ren 2,2014, Horror&Thriller,3.9,16
3908,tt5882704,For a Few Bullets, Kuai shou qiang shou kuai qiang shou,2016, Action&Comedy,5.3,162
3911,tt5886728,Another Year, You yi nian,2016, Documentary,7.1,44
3915,tt5890556,Young Hero of Shaolin II, Xin Fang Shi Yu xu ji,1986, Adventure,4.8,8
3917,tt5896962,Line Walker, Shi tu xing zhe,2016, Action&Crime&Mystery,6.1,1218
3919,tt5903680,The Great Guys, The Great Guys,2016, Drama&Family&Sci-Fi,6.3,12
3920,tt5904956,Momento Mori, Ji yi sui pian,2016, Comedy&Mystery,4.9,16
3921,tt5906216,Forever Love, Bei jing shi jian,2015, Drama,7.4,11
3922,tt5914618,Murder at Honeymoon Hotel, Mi yue jiu dian sha ren shi jian,2016, Comedy&Crime&Mystery,3.5,17
3924,tt5918088,Night Awake, Night Awake,2016, N/A,7.1,32
3925,tt5918090,I Am Not Madame Bovary, Wo bu shi Pan Jin Lian,2016, Comedy&Drama,6.9,2032
3927,tt5929654,Think Like a Dog, Think Like a Dog,2020, Comedy&Drama&Family,5.1,1207
3929,tt5934728,San ge wei hun ma ma, San ge wei hun ma ma,2012, Comedy&Drama&Romance,5.5,10
3930,tt5936462,Scandal Maker, Wai gong fang ling 38,2016, Comedy&Family,4.5,56
3931,tt5938816,The Possessed, Zhong xie,2016, Horror,6.6,196
3932,tt5955834,The Guest, The Guest,2016, Crime&Thriller,4.7,27
3933,tt5956006,Love Off the Cuff, Chun Kiu gau Chi Ming,2017, Romance,6.5,899
3934,tt5962096,Candy Planet, Lu Lin Da Mao Xian Zhi Tang Guo Shi Jie,2016, Adventure&Animation,3.8,49
3936,tt5966238,Couch Boy, Couch Boy,2017, Drama&Family,6.8,18
3937,tt5974624,Soul on a String, Pi sheng shang de hun,2016, Drama,6.7,209
3938,tt5987992,Uncontrolled Love, Uncontrolled Love,2016, Drama,6.7,314
3939,tt5991440,The Spirit of the Swords, The Spirit of the Swords,2015, Action&Drama,5.8,25
3940,tt5992138,The Game Changer, The Game Changer,2017, Action,5.4,195
3942,tt6004290,Mo du xiong yin, Mo du xiong yin,2016, Horror,5.3,6
3943,tt6009496,Zhong Ji Da Mao Xian, Zhong Ji Da Mao Xian,2013, Animation,1.6,14
3945,tt6011710,Fatal Love, Fatal Love,2016, Romance,6.0,6
3947,tt6013920,Chinas Van Goghs, Chinas Van Goghs,2016, Documentary,7.5,253
3949,tt6015706,China Salesman, China Salesman,2017, Action&Drama,2.9,1280
3951,tt6019738,The Lethal Weapon, The Lethal Weapon,2014, Action&Drama,7.9,9
3952,tt6033150,Tik Tok, Jing tian da ni zhuan,2016, Crime&Mystery,5.5,542
3954,tt6035092,Secrets of the Heavenly Book, Tian shu qi tan,1983, Animation,7.4,275
3955,tt6039376,Iron Moon, Iron Moon,2016, Documentary,6.3,6
3958,tt6044910,Operation Mekong, Mei Gong he xing dong,2016, Action&Adventure&Crime,6.6,4236
3959,tt6047232,Hei lou gu hun, Hei lou gu hun,1989, Drama&Horror,6.5,37
3961,tt6050658,A Idiot Lost in Xiangxi, Ji Fei Gou Tiao,2016, Action&Adventure&Comedy,5.0,8
3963,tt6054290,Soulmate, Qi yue yu an sheng,2016, Drama&Romance,7.4,2150
3964,tt6067136,Haunted Road, Yuàn líng,2014, Horror,4.5,20
3965,tt6067462,Cock and Bull, Zhui xiong zhe ye,2016, Crime,6.8,667
3966,tt6073576,Path to the Dream, Path to the Dream,2018, Action,6.4,15
3967,tt6074202,I Belonged to You, I Belonged to You,2016, Drama&Romance,5.5,431
3968,tt6075750,Summers Desire, Pao mo zhi xia,2016, Romance,3.9,15
3971,tt6081412,Love Without Words, Love Without Words,2017, Drama&Family,7.2,45
3972,tt6083388,God of War, Dang kou feng yun,2017, Action&Adventure&Drama,6.4,2081
3973,tt6083394,Xunzhao Lin Zhao de linghun, Xunzhao Lin Zhao de linghun,2004, Biography&Documentary&History,8.8,19
3974,tt6090264,Plastic China, Plastic China,2016, Documentary,7.7,507
3976,tt6091936,Love O2O, Wei wei yi xiao hen qing cheng,2016, Drama&Romance,6.5,865
3977,tt6094978,Weaving, Weaving,2017, Documentary&Drama&Family,8.0,5
3980,tt6096894,Strangers, Ji Qiang,2017, Action&Crime&Drama,5.5,48
3981,tt6097006,Life Imitation, Life Imitation,2017, Documentary,7.1,11
3982,tt6099304,Freezing, Dong tian li,2016, Drama&Family,7.2,12
3983,tt6099308,Meido, Meido,2017, Drama,7.9,7
3988,tt6118258,The Summer Is Gone, Ba yue,2016, Drama,6.8,336
3989,tt6128782,Mr. No Problem, Bu cheng wen ti de wen ti,2016, Drama,7.3,473
3990,tt6128848,Someone to Talk To, Yi ju ding yi wan ju,2016, Drama,6.4,139
3992,tt6135054,Shed Skin Papa, Tyut pei ba ba,2016, Comedy&Drama,6.1,70
3995,tt6138688,Once Upon A Time, Once Upon a Time,2017, Drama&Fantasy&Romance,5.2,1246
3998,tt6141382,Love Is the Last Word, Love Is the Last Word,2010, Romance,4.7,6
4000,tt6144410,Time Is Up, Open Wound: The Über-Movie,2018, Crime&Drama&Mystery,4.6,33
4001,tt6145072,Stonehead, Shi Tou,2017, Drama,7.3,21
4002,tt6148782,King of Peking, King of Peking,2017, Comedy&Drama,6.4,315
4003,tt6150988,Long quan xiao zi, Long quan xiao zi,2016, Action,4.2,130
4004,tt6151414,The End of the Lonely Island, The End of the Lonely Island,2017, Drama&Sci-Fi,5.2,15
4005,tt6152908,Buddies in India, Buddies in India,2017, Action&Comedy,3.7,283
4007,tt6157600,Sky on fire, Chung tin foh,2016, Action&Crime&Thriller,4.6,309
4008,tt6157626,Legend of the Demon Cat, Kûkai,2017, Adventure&Drama&Family,6.2,2320
4009,tt6167014,Mr. Donkey, Lü de shui,2016, Comedy,7.4,1463
4010,tt6167646,McDull: Rise of the Rice Cooker, McDull: Rise of the Rice Cooker,2016, Animation,5.1,53
4011,tt6170484,Monster Hunt 2, Zhuo yao ji 2,2018, Adventure&Comedy&Fantasy,5.4,1430
4012,tt6177592,My War, My War,2016, History&War,5.3,165
4013,tt6183334,Inside: A Chinese Horror Story, Inside: A Chinese Horror Story,2017, Horror,4.9,43
4014,tt6183380,The Scroll of Wing Chun White Crane, The Scroll of Wing Chun White Crane,2014, Action,5.7,15
4015,tt6183384,70 80 90, 70 80 90,2016, Drama,7.1,22
4016,tt6186248,Father and Son, Fu zi xiong bing,2017, Action&Comedy&Romance,5.1,66
4021,tt6201972,San xian hao qing nian, San xian hao qing nian,2016, Drama,7.0,7
4023,tt6223976,Dream Breaker, Dream Breaker,2018, Fantasy,4.7,24
4025,tt6230014,Under the Bed 3, Chuang xia you ren 3,2016, Horror,4.0,8
4026,tt6234666,Never Said Goodbye, Huang yan Xixili,2016, Romance,6.5,182
4028,tt6242504,This Is Life, Sheng Men,2016, Documentary,8.3,60
4029,tt6244730,Free and Easy, Free and Easy,2016, Comedy,6.3,356
4032,tt6254446,Still Tomorrow, Still Tomorrow,2016, Biography&Documentary,7.1,99
4033,tt6264928,Blood 13, Xue shi san,2018, Crime&Drama&Horror,5.6,159
4037,tt6273198,Hard to Give Up, Hard to Give Up,2016, Romance,6.9,16
4038,tt6286308,Qiu Xi, Qiu Xi,2009, Drama,6.8,5
4039,tt6286730,Shen gai, Shen gai,1987, Action,5.0,7
4040,tt6288650,Legend of the Naga Pearls, Jiao zhu zhuan,2017, Action&Adventure&Comedy,5.5,769
4041,tt6289390,Journey to the West 2000, Journey to the West 2000,2000, Action,7.4,28
4042,tt6303872,Maineland, Maineland,2017, Documentary,6.0,87
4043,tt6312872,Knife in the Clear Water, Qingshui li de daozi,2016, Drama,6.6,127
4051,tt6347078,Sentinel Under the Neon Lights, Ni Hong Deng Xia De Shao Bing,1964, Drama,6.8,8
4052,tt6349844,What a Wonderful Family!, What a Wonderful Family!,2017, Comedy,4.5,54
4055,tt6371906,Haunting Love, Gui ai,2012, Drama&Horror&Mystery,5.9,10
4056,tt6371934,Twin Spirit, Twin Spirit,2015, Thriller,4.4,5
4057,tt6380322,Shao nian wang shi, Shao nian wang shi,2003, Drama,6.3,9
4059,tt6386600,One Hundred and Fifty Years of Life, Yi bai wu shi sui de sheng huo,2016, Drama,8.2,5
4060,tt6389310,Making Family, Making Family,2016, Drama&Romance,7.0,113
4061,tt6389316,Wrath of Silence, Bao lie wu sheng,2017, Crime&Drama&Mystery,7.1,1664
4062,tt6392362,To Kill a Watermelon, To Kill a Watermelon,2017, Drama,6.5,41
4066,tt6398666,Some Like It Hot, Qing sheng,2016, Comedy,6.2,367
4070,tt6412268,Goodbye to Youth, Nu fang zhi qing chun zai jian,2014, Drama,6.8,6
4071,tt6413312,Zero Point Five Love, Zero Point Five Love,2014, Romance,6.6,17
4072,tt6416842,Bloody House, Bi xian gui ying,2016, Horror,4.7,13
4073,tt6418542,Shangrao Concentration Camp, Shangrao ji zhong ying,1951, War,3.8,5
4074,tt6418780,Intrepid Hero, Ying xiong hu dan,1958, Action&War,7.4,11
4075,tt6419442,Blood of Youth, Shao nian,2016, N/A,5.9,42
4076,tt6419698,Who Is Undercover, Wang pai,2015, Drama&Mystery,4.0,8
4077,tt6421362,Top Funny Comedian: The Movie, Huan Le Xi Ju Ren,2017, Comedy&Family,3.1,100
4078,tt6423420,A Tale from the Orient, Tian yan chuan qi,2015, Adventure&Animation,4.0,5
4079,tt6423542,Spicy Hot in Love, Ai qing ma la tang,2016, Romance,4.4,5
4082,tt6435124,The Door, Wan mei you duo mei,2017, Family,6.4,14
4083,tt6439446,Liberation of Nanjing, Feng yu xia zhong shan,1982, Drama&War,6.2,5
4084,tt6440586,Nanchang Uprising, Nanchang qi yi,1981, War,2.4,5
4085,tt6441102,Complicit, Complicit,2017, Documentary,8.1,35
4087,tt6444184,The Maples, Feng,1980, N/A,7.9,10
4088,tt6446712,The Death Note, The Death Note,2016, Horror&Thriller,5.6,23
4089,tt6446754,Love at Seventh Sight, Qi Tian Ai Shang Ni,2009, Drama&Romance,5.8,8
4090,tt6446772,Min & Max, Min & Max,2016, Comedy&Romance,5.5,39
4091,tt6447400,Brothers, Brothers,2017, Action&Drama&War,4.6,15
4092,tt6447462,Angry Kid, Angry Kid,2013, Comedy,5.8,12
4093,tt6447464,Perfect Imperfection, Perfect Imperfection,2016, Comedy&Romance,6.5,15
4094,tt6447520,Magic Wonderland, Magic Wonderland,2014, Animation,6.4,18
4095,tt6447600,The Great Emperor, Xuan yuan da di,2016, Adventure&History,6.9,17
4096,tt6447610,The Mirror, Mo jing,2015, Horror,5.9,37
4097,tt6447730,Fighting, Fighting,2014, Action&Drama&Romance,6.3,9
4098,tt6447856,This Is Me, Nian shao qing kuang,2015, Comedy&Drama&Romance,5.3,11
4099,tt6448084,The Frog Kingdom 2: Sub-Zero Mission, The Frog Kingdom 2: Sub-Zero Mission,2016, Animation,5.5,53
4100,tt6448192,Masters in Forbidden City, Masters in Forbidden City,2016, Documentary,7.1,93
4101,tt6448318,A Busy Night, A Busy Night,2016, Comedy,5.7,27
4102,tt6448504,Ultimate Hero, Ultimate Hero,2016, Action,6.2,123
4103,tt6448704,The Nursery, The Nursery,2016, Drama,5.1,16
4104,tt6448740,A Big Potato, Bie na zi ji bu dang gan bu,2007, Comedy,6.3,21
4105,tt6448922,Almost Perfect, Shi Quan Jiu Mei,2008, N/A,3.9,39
4106,tt6448978,Mothers Revenge, Mothers Revenge,2016, Drama&Horror&Thriller,5.7,20
4107,tt6449114,Days of Our Own, Days of Our Own,2016, Drama&Romance,6.2,14
4108,tt6449270,Chu lian wei man, Chu lian wei man,2013, Drama&Romance,7.5,24
4109,tt6449296,The King of Tibetan Antelope, The King of Tibetan Antelope,2015, Animation,7.0,12
4110,tt6449898,Love Godfathers: Three Bad Guys, Lian ai jiao fu,2016, N/A,4.2,5
4111,tt6450154,Calabash Brothers, Calabash Brothers,2008, Mystery,8.0,6
4112,tt6450158,Funny Soccer, Funny Soccer,2016, Comedy&Sport,4.5,20
4113,tt6450660,Ghost in the Mountains, Kong shan yi ke,2017, Drama,5.7,45
4115,tt6451304,Have a Nice Day, Hao jile,2017, Animation&Comedy&Crime,6.5,1790
4117,tt6455336,Yi Lu Ni Feng, Yi Lu Ni Feng,2017, Documentary,3.5,6
4118,tt6461514,Duckweed, Cheng feng po lang,2017, Comedy&Drama&Fantasy,6.5,1227
4120,tt6464252,Cherry Returns, Na nin ha tin nei qie liu na lei,2016, Drama&Mystery&Thriller,4.9,64
4121,tt6466464,The Monkey King 3, Xi you ji zhi nü er guo,2018, Action&Adventure&Family,5.5,1232
4122,tt6467214,Yugo & Lala 3, Yugo & Lala 3,2016, Animation&Family,4.5,17
4125,tt6473340,Woman Barber, Nü li Fa Shi,1962, Comedy,6.4,9
4127,tt6475918,The Taste of Betel Nut, Bing Lang Xue,2017, Drama,5.1,45
4128,tt6476542,Landmine Warfare, Di lei zhan,1962, War,6.2,63
4129,tt6478958,Reconnaissance Across the Yangtze, Du jiang zhen cha ji,1954, War,6.6,8
4130,tt6483148,Rescued from Desperate Situation, Juejing feng sheng,1994, Comedy&War,5.8,9
4132,tt6485574,Zhang Ga the Soldier Boy, Xiao bing zhang ga,1963, Drama&War,6.5,126
4133,tt6498818,Ink & Rain, Ink & Rain,2018, Action&Drama&Fantasy,6.6,13
4138,tt6513180,Once Upon a Time in the Northeast, Po ma zhang fei,2017, Action&Comedy,3.0,20
4139,tt6513338,Soccer Killer, Xian qiu da zhan,2017, Comedy&Sport,4.0,88
4140,tt6513406,The Tales of Wukong, Wu Kong,2017, Action&Adventure&Family,5.8,1481
4141,tt6513656,Escape Plan 2: Hades, Escape Plan 2: Hades,2018, Action&Crime&Mystery,3.9,28861
4142,tt6518634,Love Contractually, Hap joek nam nui,2017, Comedy&Drama&Romance,4.7,151
4143,tt6533000,The Foolish Bird, Ben Niao,2017, Drama,3.7,78
4144,tt6537200,The Twins Code, Luan sheng mi ma,2013, Action&Thriller,4.8,11
4145,tt6541110,Tian Lai Meng Xiang, Tian Lai Meng Xiang,2017, Drama&Family,7.1,40
4147,tt6547728,The Morning After, Duan pian zhi xian tu duo bao,2018, Comedy,2.5,28
4148,tt6554184,Struggles in an Ancient City, Ye huo chun feng dou gu cheng,1963, Drama&History&War,6.6,12
4149,tt6554484,The Story of Liubao, Liubao de gu shi,1957, Drama,6.2,8
4151,tt6556486,The First Shot, The First Shot,2017, Documentary,7.1,7
4152,tt6558076,Girl Students Dormitory, Nü da xue sheng su she,1983, Drama,6.9,13
4153,tt6559408,Tracks in the Snowy Forest, Lin hai xue yuan,1960, Action&Adventure&Drama,6.2,13
4154,tt6562468,A Sweet Life, Tian mi de shi ye,1979, Drama&Romance,7.3,6
4156,tt6567022,Dong Cunrui, Dong Cunrui,1955, Biography&Drama&War,5.7,32
4157,tt6570382,Juvenile Delinquents, Shao nian fan,1985, Drama,5.0,8
4159,tt6576482,Dragonfly Eyes, Qing ting zhi yan,2017, Documentary&Mystery,6.5,172
4161,tt6581480,Red Guards on Honghu Lake, Hong hu chi wei dui,1961, Drama&Musical&War,6.8,8
4162,tt6584254,Gunshots in the CIB, Bao mi ju de qiang sheng,1979, Drama&Thriller,7.2,6
4163,tt6584350,Secret Post in Canton, Yang cheng an shao,1958, Mystery&Thriller,6.7,7
4164,tt6584388,A Hand Cuffed Passenger, Dai shou kao de lü ke,1980, Action&Drama&Mystery,7.0,7
4166,tt6604536,A Story of a Singleton, Yi ge du sheng nü de gu shi,1994, Drama,5.9,142
4169,tt6611820,Master Qiao Mounts the Sedan, Qiao lao ye shang jiao,1959, Comedy&Drama,7.2,5
4170,tt6611906,Jin shang tian hua, Jin shang tian hua,1962, Comedy&Drama,7.0,8
4171,tt6619606,Bao feng zhou yu, Bao feng zhou yu,1961, Drama,5.0,6
4172,tt6622024,Flavour of Girlhood, Flavour of Girlhood,2004, Drama,7.7,20
4174,tt6628322,Shanghai Fortress, Shang hai bao lei,2019, Action&Sci-Fi,4.3,2019
4175,tt6629794,Guan lian zhang, Guan lian zhang,1951, War,7.8,9
4176,tt6635034,Visitors on the Icy Mountain, Bing shan shang de lai ke,1963, Drama&Mystery&War,6.3,29
4177,tt6635308,San jin shan cheng, San jin shan cheng,1965, Drama&War,7.3,7
4180,tt6643810,Satisfied or Unsatisfied, Man yi bu man yi,1963, Comedy&Drama,6.1,7
4182,tt6645780,A Symphony of Cooking Utensils, Guo wan piao pen jiao xiang qu,1983, Drama,5.6,7
4183,tt6654316,Youth, Fang hua,2017, Drama&Romance&War,7.1,2689
4184,tt6656572,Death Ouija 2, Die xian gui tan 2,2017, Horror,5.6,5
4185,tt6660238,Crazy Alien, Feng kuang de wai xing ren,2019, Comedy&Sci-Fi,5.7,1105
4186,tt6661732,Xiao xiao de yue lou, Xiao xiao de yue lou,1983, Comedy&Drama,6.3,7
4187,tt6662276,Ninja Death II, Ninja Death II,1987, Action,3.7,39
4189,tt6676134,Feng kuang de tu zi, Feng kuang de tu zi,1997, Horror&Sci-Fi,6.0,16
4190,tt6686930,A Yangtze Landscape, A Yangtze Landscape,2017, Documentary,7.2,22
4191,tt6689628,Zhang Heng, Zhang Heng,1983, Biography&Drama&History,5.2,5
4192,tt6690310,Extraordinary Mission, Fei fan ren wu,2017, Action&Crime,6.2,710
4193,tt6706420,Lei Feng, Lei Feng,1965, Biography&Drama,5.1,12
4194,tt6713422,Mayor Chen Yi, Chen Yi shi zhang,1981, Biography&Drama&History,6.8,6
4195,tt6721754,Kong Fan Sen, Kong Fan Sen,1996, Biography&Drama,6.0,9
4197,tt6724502,Dong ling da dao, Dong ling da dao,1986, Drama&War,5.8,5
4201,tt6758582,Mr. Wangs Burning Desire, Wang xian sheng zhi yu huo fen shen,1993, Comedy,7.1,7
4202,tt6758640,San mao xue sheng yi, San mao xue sheng yi,1958, Comedy&Drama,7.2,5
4203,tt6760836,Wang xiang zheng, Wang xiang zheng,2016, Horror&Thriller,5.2,19
4205,tt6772360,Eternal Love, Haijiao Youge Wudian Shi,2017, Drama,8.3,18
4208,tt6772874,This Is Not What I Expected, Xi huan ni,2017, Comedy&Drama&Romance,6.7,1407
4209,tt6779054,Da zhuan zhe: Ao zhan lu xi nan, Da zhuan zhe: Ao zhan lu xi nan,1996, History&War,6.8,5
4210,tt6791096,I Feel Pretty, I Feel Pretty,2018, Comedy&Romance,5.5,50200
4215,tt6814080,The Thousand Faces of Dunjia, Qimen Dunjia,2017, Action&Adventure&Fantasy,5.4,1125
4216,tt6821424,Da zhuan zhe: Ting jin da bie shan, Da zhuan zhe: Ting jin da bie shan,1996, History&War,6.3,7
4217,tt6822788,A Loner, A Loner,2017, Drama,7.0,9
4219,tt6838570,Walking Past the Future, Lu guo wei lai,2017, Drama,7.0,69
4222,tt6857250,Fantastica: A Boonie Bears Adventure, Boonie Bears: Entangled Worlds,2017, Action&Adventure&Animation,5.5,100
4223,tt6857260,Revenge for Love, Revenge for Love,2017, Comedy&Romance,3.3,20
4224,tt6857276,Mr. Pride vs. Miss Prejudice, Ao jiao yu pian jian,2017, Comedy&Romance,5.8,245
4225,tt6857280,What a Day!, You wan mei wan,2017, Comedy&Drama,4.9,56
4226,tt6857308,Ghost in Barbers, Kong bu li fa dian,2017, Horror&Mystery&Thriller,4.7,10
4227,tt6857312,Lighting Dindin, Lighting Dindin,2017, Action&Adventure&Animation,5.2,16
4229,tt6857354,Haunted Sisters, Haunted Sisters,2017, Drama&Horror&Thriller,4.2,13
4230,tt6860772,Saving Mother, Xi yue qi tong,1984, Animation&Fantasy,6.8,6
4231,tt6863762,Guardians of Night: The Demon Hunting Academy, Wang pai yu shi,2016, Adventure&Comedy&Fantasy,7.6,5
4232,tt6864046,Shadow, Ying,2018, Action&Adventure&Drama,7.0,13330
4233,tt6869538,Detective Dee: The Four Heavenly Kings, Di Renjie zhi Sidatianwang,2018, Action&Adventure&Drama,6.4,2359
4234,tt6871634,The Trough, Di ya cao,2018, Action&Crime&Drama,4.6,223
4235,tt6878882,Operation Red Sea, Hong hai xing dong,2018, Action&Drama&Thriller,6.7,6293
4236,tt6892250,Absurd Accident, Absurd Accident,2016, Comedy&Thriller,6.2,123
4238,tt6900380,Dealer/Healer, Duk gai,2017, Action&Crime&Drama,5.5,215
4241,tt6903084,Toys & Pets, Tea Pets,2017, Adventure&Animation,5.6,210
4242,tt6908536,Sky Hunter, Kong tian lie,2017, Action&Drama&Romance,6.1,937
4243,tt6924262,Yi jian zhong qing, Yi jian zhong qing,2002, Romance,6.2,5
4249,tt6953274,Haunted Dormitory - Marionette Teacher, Yuan líng sùshè zhi Ren ou laoshi,2017, Horror,3.4,18
4251,tt6964088,Forever Love, 201314,2013, N/A,6.3,11
4253,tt6968118,Remain Silent, Bao chi chen mo,2019, Mystery&Thriller,5.7,81
4254,tt6969912,CJ7: Super Q Team, CJ7: Super Q Team,2015, Animation,3.5,6
4255,tt6982084,Stammering Ballad, Stammering Ballad,2018, Documentary&Music,7.0,12
4256,tt6984304,Last Princess of Royal Blood: Tsetsenhangru, Last Princess of Royal Blood: Tsetsenhangru,2008, Drama,8.2,13
4257,tt6998762,La Historia Du Un Amor, Lin shi yan yuan,2017, Romance,3.9,10
4258,tt6999112,The Conformist, The Conformist,2017, Drama,4.6,22
4259,tt7008774,Bridge in Clouds, Bai yun qiao,2016, Horror,3.7,7
4260,tt7010144,Love Deposit, Ai qing yin hang,2013, Drama&Romance,6.5,20
4262,tt7013194,Our Shining Days, Shan guang shao nu,2017, Drama&Music,6.8,594
4263,tt7022720,The Taste of Rice Flower, Mi hua zhi wei,2017, Drama,6.9,106
4264,tt7034918,Crying Out in Love, Zai shi jie zhong xin hu huan ai,2016, Romance,5.1,32
4267,tt7043680,Diary of a Nurse, Hushi riji,1956, Drama,5.9,36
4268,tt7055592,Brotherhood of Blades 2, Xiu chun dao II: xiu luo zhan chang,2017, Action&Adventure&Drama,6.7,1612
4269,tt7068836,The Hidden Sword, Dao bei cang shen,2017, Action&Drama,6.7,39
4271,tt7074258,Come Across Love: Bu Qi Er Yu, Come Across Love: Bu Qi Er Yu,2017, Comedy,4.4,22
4272,tt7075594,Our Time Will Come, Ming yue ji shi you,2017, Drama&War,6.4,814
4276,tt7084980,Yuan Shang, Yuan Shang,2017, Drama,6.5,27
4278,tt7106154,Kill the Shadow, Kill the Shadow,2017, Drama,4.6,5
4279,tt7121588,The One, Jue shi gao shou,2017, Comedy,5.4,171
4280,tt7123244,A Stupid Journey, Jiang hu lun jian shi lu,2014, Adventure,5.8,15
4281,tt7123882,The Blood Hound, The Blood Hound,2016, Drama&Family,5.3,24
4282,tt7124742,Four Springs, Four Springs,2017, Documentary&Family&Music,7.4,270
4285,tt7131870,Wolf Warrior 2, Zhan lang II,2017, Action&Adventure&Drama,6.0,7024
4286,tt7133686,Next Gen, Next Gen,2018, Action&Adventure&Animation,6.6,14590
4287,tt7135014,Country Far Away, Country Far Away,2017, Drama,5.3,6
4290,tt7146054,The Guardian, Da Hu Fa,2017, Action&Animation&Fantasy,7.1,742
4293,tt7149536,Love in Cosmo, Love in Cosmo,2010, Drama&Romance,4.6,5
4294,tt7155262,Mrs. Fang, Mrs. Fang,2017, Documentary,6.9,263
4296,tt7161346,Turtle Rock, Turtle Rock,2017, Documentary,6.2,8
4297,tt7162356,Blade of Enforcer, Blade of Enforcer,2016, Action,8.9,8
4300,tt7176170,Defenders, Defenders,2017, Action&Biography&Drama,6.9,113
4301,tt7180392,Peace Breaker, Po.Ju,2017, Crime&Mystery,6.1,416
4302,tt7181738,Home of Mephibosheth, Home of Mephibosheth,2017, Documentary&Drama&Family,8.3,9
4303,tt7183578,Project Gutenberg, Mou seung,2018, Action&Crime&Mystery,6.9,3891
4304,tt7185492,The Founding of an Army, Jian jun da ye,2017, Action&Drama&History,4.1,816
4305,tt7188858,For Love, For Love,2016, Romance,2.6,5
4306,tt7189248,From Where Weve Fallen, He ri jun zai lai,2017, Drama,6.1,26
4307,tt7205208,Angels Wear White, Jia nian hua,2017, Drama,7.2,1956
4309,tt7223050,The Brink, Kuang shou,2017, Action&Adventure&Crime,5.6,558
4310,tt7224132,Puppy Love, Puppy Love,2017, Drama&Romance,6.5,10
4311,tt7227928,Chinas Forgotten Daughters, Chinas Forgotten Daughters,2018, Documentary,6.2,5
4313,tt7232860,Guilty of Mind, Xin li zui,2017, Action&Crime&Drama,4.8,128
4314,tt7240562,Colour of the Game, Hei bai mi gong,2017, Action,5.6,141
4315,tt7243868,My Heart Leaps Up, Wo xin que yue,2016, Drama,6.2,34
4316,tt7245176,Paradox, Saat po long: Taam long,2017, Action&Adventure&Crime,6.5,3353
4318,tt7262780,Axel 2: Adventures of the Spacekids, Axel 2: Adventures of the Spacekids,2017, Adventure&Animation&Sci-Fi,6.6,21
4320,tt7263850,The Fighting Youth, Wo shi fen qing,2015, Drama,2.6,9
4321,tt7263974,Keep Calm and Be a Superstar, Wo di ju xing,2018, Action&Comedy,4.1,92
4322,tt7267916,Mr. Lucky, Hao ming xian sheng,2014, Comedy,4.4,7
4326,tt7286908,The Liquidator, Xin li zui: Cheng shi zhi guang,2017, Crime,5.7,270
4327,tt7294150,The Eight Hundred, Ba bai,2020, Action&Drama&History,6.9,2983
4329,tt7298400,Ash Is Purest White, Jiang hu er nü,2018, Crime&Drama&Romance,7.0,8041
4331,tt7320156,Tofu, Tofu,2017, Animation,6.5,38
4332,tt7326858,Inference Notes, Inference Notes,2017, Crime&Drama&Mystery,5.6,74
4336,tt7339584,City Of Rock, Feng ren ji yue dui,2017, Comedy&Music,6.1,504
4339,tt7345928,The War of Loong, The War of Loong,2017, Action&History&War,6.4,112
4341,tt7359998,The Great Detective, Da zhen shen huo sang,2019, Comedy&Crime&Mystery,4.9,19
4342,tt7361776,Yun Shui, Yun Shui,2018, Drama,6.2,31
4343,tt7362036,Dying to Survive, Wo bu shi yao shen,2018, Comedy&Drama,7.9,4928
4345,tt7365296,A Little Wisdom, A Little Wisdom,2017, Documentary,8.2,35
4346,tt7373674,Struggling, Fen dou,1932, Drama&Romance&War,7.0,27
4348,tt7383740,My China Doll, My China Doll,2017, Action&Drama,8.5,6
4349,tt7390082,Sunshine That Can Move Mountains, Bei yang guang yi dong de shan mai,2017, Drama&Family&Romance,7.2,23
4350,tt7392160,Wonder boy, Pi li bei bei,1988, Drama&Sci-Fi,6.5,35
4352,tt7401550,Balance, Balance,2000, Documentary,8.3,15
4353,tt7407350,Lost Minds, Lost Minds,2016, Drama&Thriller,6.0,14
4355,tt7424828,Bangzi Melody, Bangzi Melody,2017, Drama,7.6,84
4356,tt7431894,Never Say Die, Xiu xiu de tie quan,2017, Comedy&Fantasy&Sport,6.2,1252
4357,tt7435474,Farewell My Concubine: the Beijing Opera, Farewell My Concubine: the Beijing Opera,2014, Musical,6.4,7
4358,tt7435822,Good Night, Ai shang shi shui shi,2016, Romance,4.5,11
4359,tt7436316,Dads Cabin (2016), Ba ba de mu fang zi,2016, Drama,7.4,8
4360,tt7436328,Rebellious Teenagers, Qing se rìji,2015, Drama,8.2,12
4361,tt7451916,Ninja death III, Ninja death III,1987, Action&Drama,4.1,27
4362,tt7473036,Ghostbox Cowboy, Ghostbox Cowboy,2018, Action&Adventure&Comedy,5.1,171
4363,tt7473390,Genghis Khan, Zhan shen ji,2018, Action&Adventure&Biography,4.0,124
4365,tt7476652,Gang Tie Fei Long Zhi Zai Jian Ao Te Man, Gang Tie Fei Long Zhi Zai Jian Ao Te Man,2017, Animation,5.0,24
